inn,normalized_inn,mfds_item_seq,mfds_item_name,mfds_company,mfds_date,mfds_is_new_drug,mfds_is_prescription,ema_brand_name,ema_date,ema_is_orphan,ema_is_prime,ema_is_conditional,ema_is_accelerated,ema_therapeutic_area,ema_atc_code,days_ema_to_mfds,mfds_before_ema,atc_level1,atc_level2,ema_year,ema_month
Levofloxacin,levofloxacin,200402321,레보파정500밀리그람(레보플록사신)(수출용),영일제약(주),2004-01-17,False,True,Quinsair,2015-03-25,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01MA12,-4085,True,J,J01,2015,3
Levofloxacin,levofloxacin,200402322,레보파정250밀리그람(레보플록사신)(수출용),영일제약(주),2004-01-17,False,True,Quinsair,2015-03-25,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01MA12,-4085,True,J,J01,2015,3
Tobramycin,tobramycin,201703067,토바점안액(토브라마이신)(수출명: TOBA Eye Drop )(수출용),영일제약(주),2017-06-05,False,True,Tobi Podhaler,2011-07-20,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01GB01,2147,False,J,J01,2011,7
Olopatadine Hydrochloride,olopatadine,202004122,휴로타딘점안액0.2%(올로파타딘염산염),(주)휴온스,2020-05-29,False,True,Opatanol,2002-05-16,False,False,False,False,"Conjunctivitis, Allergic",S01GX09,6588,False,S,S01,2002,5
Enalapril Maleate,enalapril,199701957,영일에날라프릴정(말레인산에날라프릴)(수출용)(수출명:니프릴정),영일제약(주),1997-03-07,False,True,Aqumeldi,2023-11-15,False,False,False,False,Heart Failure,C09AA02,-9749,True,C,C09,2023,11
Tadalafil,tadalafil,201502265,세니트엔구강용해필름10mg(타다라필),동광제약(주),2015-04-15,False,True,Cialis,2002-11-12,False,False,False,False,Erectile Dysfunction,G04BE08,4537,False,G,G04,2002,11
Potassium Azilsartan Medoxomil,azilsartan medoxomil,201702621,이달비정80밀리그램(아질사르탄메독소밀칼륨),(주)셀트리온제약,2017-05-26,False,True,Edarbi,2011-12-07,False,False,False,False,Hypertension,C09CA09,1997,False,C,C09,2011,12
Potassium Azilsartan Medoxomil,azilsartan medoxomil,201702622,이달비정40밀리그램(아질사르탄메독소밀칼륨),(주)셀트리온제약,2017-05-26,False,True,Edarbi,2011-12-07,False,False,False,False,Hypertension,C09CA09,1997,False,C,C09,2011,12
Zonisamide,zonisamide,202002298,조니드정25밀리그램(조니사미드),환인제약(주),2020-04-02,False,True,Zonegran,2005-03-10,False,False,False,False,"Epilepsies, Partial",N03AX15,5502,False,N,N03,2005,3
Olanzapine,olanzapine,199704229,자이프렉사정5밀리그램(올란자핀),(주)보령,1997-07-31,False,True,Zyprexa,1996-09-27,False,False,False,False,Schizophrenia;Bipolar Disorder,N05AH03,307,False,N,N05,1996,9
Olanzapine,olanzapine,199704231,자이프렉사정10밀리그램(올란자핀),(주)보령,1997-07-31,False,True,Zyprexa,1996-09-27,False,False,False,False,Schizophrenia;Bipolar Disorder,N05AH03,307,False,N,N05,1996,9
Olanzapine,olanzapine,200209622,자이프렉사정2.5밀리그램(올란자핀),(주)보령,2002-04-19,False,True,Zyprexa,1996-09-27,False,False,False,False,Schizophrenia;Bipolar Disorder,N05AH03,2030,False,N,N05,1996,9
Entecavir Hydrate,entecavir,201403540,엔루드정0.5밀리그램(엔테카비르수화물),대우제약(주),2014-07-31,False,True,Baraclude,2006-06-26,False,False,False,False,"Hepatitis B, Chronic",J05AF10,2957,False,J,J05,2006,6
Entecavir Hydrate,entecavir,201403541,엔루드정1.0밀리그램(엔테카비르수화물),대우제약(주),2014-07-31,False,True,Baraclude,2006-06-26,False,False,False,False,"Hepatitis B, Chronic",J05AF10,2957,False,J,J05,2006,6
Pregabalin,pregabalin,201905824,프레디드캡슐75밀리그램(프레가발린),하이플생명과학(주),2019-08-19,False,True,Lyrica,2004-07-05,False,False,False,False,Epilepsy;Anxiety Disorders;Neuralgia,N02BF02,5523,False,N,N02,2004,7
Pregabalin,pregabalin,201905825,프레디드캡슐150밀리그램(프레가발린),하이플생명과학(주),2019-08-19,False,True,Lyrica,2004-07-05,False,False,False,False,Epilepsy;Anxiety Disorders;Neuralgia,N02BF02,5523,False,N,N02,2004,7
Enalapril Maleate,enalapril,200404763,바소프릴정10mg(에날라프릴말레산염),(주)휴온스생명과학,2004-05-14,False,True,Aqumeldi,2023-11-15,False,False,False,False,Heart Failure,C09AA02,-7124,True,C,C09,2023,11
Levofloxacin,levofloxacin,201005527,레보신정100mg(레보플록사신)(수출용),(주)휴온스생명과학,2010-09-13,False,True,Quinsair,2015-03-25,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01MA12,-1654,True,J,J01,2015,3
Tobramycin,tobramycin,201310514,토브신점안액(토브라마이신)(수출용),(주)휴온스생명과학,2013-12-04,False,True,Tobi Podhaler,2011-07-20,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01GB01,868,False,J,J01,2011,7
Levofloxacin,levofloxacin,201310572,레보신점안액(레보플록사신)(수출용),(주)휴온스생명과학,2013-12-06,False,True,Quinsair,2015-03-25,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01MA12,-474,True,J,J01,2015,3
Tadalafil,tadalafil,201503291,파워애정20밀리그램(타다라필),(주)휴온스생명과학,2015-05-29,False,True,Cialis,2002-11-12,False,False,False,False,Erectile Dysfunction,G04BE08,4581,False,G,G04,2002,11
Memantine Hydrochloride,memantine,201504334,메만티정10밀리그램(메만틴염산염),(주)휴온스생명과학,2015-07-01,False,True,Ebixa,2002-05-15,False,False,False,False,Alzheimer Disease,N06DX01,4795,False,N,N06,2002,5
Linagliptin,linagliptin,202200559,신풍리나글립틴정5밀리그램,신풍제약(주),2022-02-07,False,True,Trajenta,2011-08-23,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH05,3821,False,A,A10,2011,8
Duloxetine Hydrochloride,duloxetine,201402376,둘록사정60밀리그램(둘록세틴염산염),일동제약(주),2014-05-26,False,True,Yentreve,2004-08-11,False,False,False,False,"Urinary Incontinence, Stress",N06AX21,3575,False,N,N06,2004,8
Duloxetine Hydrochloride,duloxetine,201402410,둘록사정30밀리그램 (둘록세틴염산염),일동제약(주),2014-05-27,False,True,Yentreve,2004-08-11,False,False,False,False,"Urinary Incontinence, Stress",N06AX21,3576,False,N,N06,2004,8
Levofloxacin Hydrate,levofloxacin,201907810,메가레보사신정250밀리그램(레보플록사신수화물),(주)엘앤씨바이오 ,2019-11-07,False,True,Quinsair,2015-03-25,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01MA12,1688,False,J,J01,2015,3
Doxorubicin Hydrochloride,doxorubicin,198600239,일동아드리아마이신알.디.에프.주사50밀리그램(독소루비신염산염),일동제약(주),1986-03-04,False,True,Caelyx pegylated liposomal,1996-06-20,False,False,False,False,"Sarcoma, Kaposi;Multiple Myeloma;Ovarian Neoplasms;Breast Neoplasms",L01DB,-3761,True,L,L01,1996,6
Hydrocortisone,hydrocortisone,200002706,프로액0.5%(히드로코르티손),하이플생명과학(주),2000-10-26,False,False,Plenadren,2011-11-03,False,False,False,False,Adrenal Insufficiency,H02AB09,-4025,True,H,H02,2011,11
Roxadustat,roxadustat,202105247,에브렌조정20밀리그램(록사두스타트),한국아스트라제네카(주),2021-07-09,False,True,Evrenzo,2021-08-18,False,False,False,False,"Anemia;Kidney Failure, Chronic",B03XA05,-40,True,B,B03,2021,8
Roxadustat,roxadustat,202105248,에브렌조정50밀리그램(록사두스타트),한국아스트라제네카(주),2021-07-09,False,True,Evrenzo,2021-08-18,False,False,False,False,"Anemia;Kidney Failure, Chronic",B03XA05,-40,True,B,B03,2021,8
Roxadustat,roxadustat,202105249,에브렌조정70밀리그램(록사두스타트),한국아스트라제네카(주),2021-07-09,False,True,Evrenzo,2021-08-18,False,False,False,False,"Anemia;Kidney Failure, Chronic",B03XA05,-40,True,B,B03,2021,8
Roxadustat,roxadustat,202105250,에브렌조정100밀리그램(록사두스타트),한국아스트라제네카(주),2021-07-09,False,True,Evrenzo,2021-08-18,False,False,False,False,"Anemia;Kidney Failure, Chronic",B03XA05,-40,True,B,B03,2021,8
Roxadustat,roxadustat,202105251,에브렌조정150밀리그램(록사두스타트),한국아스트라제네카(주),2021-07-09,False,True,Evrenzo,2021-08-18,False,False,False,False,"Anemia;Kidney Failure, Chronic",B03XA05,-40,True,B,B03,2021,8
Atazanavir Sulfate,atazanavir,200410363,레야타즈캡슐200밀리그램(아타자나비르황산염),(유)한국비엠에스제약,2004-08-17,False,True,Reyataz,2004-03-01,False,False,False,False,HIV Infections,J05AE08,169,False,J,J05,2004,3
Potassium Azilsartan Medoxomil,azilsartan medoxomil,201702620,이달비정20밀리그램(아질사르탄메독소밀칼륨),(주)셀트리온제약,2017-05-26,False,True,Edarbi,2011-12-07,False,False,False,False,Hypertension,C09CA09,1997,False,C,C09,2011,12
Entecavir,entecavir,201405471,엔비어정1.0mg(엔테카비르),한국휴텍스제약(주),2014-11-24,False,True,Baraclude,2006-06-26,False,False,False,False,"Hepatitis B, Chronic",J05AF10,3073,False,J,J05,2006,6
Levofloxacin Hydrate,levofloxacin,201908615,메가레보사신정100밀리그램(레보플록사신수화물),(주)엘앤씨바이오 ,2019-12-24,False,True,Quinsair,2015-03-25,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01MA12,1735,False,J,J01,2015,3
Apixaban,apixaban,201907741,아펙사반정2.5밀리그램(아픽사반),(주)녹십자,2019-11-05,False,True,Eliquis,2011-05-18,False,False,False,False,Arthroplasty;Venous Thromboembolism,B01AF02,3093,False,B,B01,2011,5
Apixaban,apixaban,201907742,아펙사반정5밀리그램(아픽사반),(주)녹십자,2019-11-05,False,True,Eliquis,2011-05-18,False,False,False,False,Arthroplasty;Venous Thromboembolism,B01AF02,3093,False,B,B01,2011,5
Rasagiline Mesylate,rasagiline,202002209,녹십자라사길린정0.5밀리그램(라사길린메실산염),(주)녹십자,2020-03-31,False,True,Azilect,2005-02-21,False,False,False,False,Parkinson Disease,N04BD02,5517,False,N,N04,2005,2
Rasagiline Mesylate,rasagiline,202002210,녹십자라사길린정1밀리그램(라사길린메실산염),(주)녹십자,2020-03-31,False,True,Azilect,2005-02-21,False,False,False,False,Parkinson Disease,N04BD02,5517,False,N,N04,2005,2
Entecavir,entecavir,202003407,녹십자엔테카비르정1밀리그램,(주)녹십자,2020-05-11,False,True,Baraclude,2006-06-26,False,False,False,False,"Hepatitis B, Chronic",J05AF10,5068,False,J,J05,2006,6
Entecavir,entecavir,202003408,녹십자엔테카비르정0.5밀리그램,(주)녹십자,2020-05-11,False,True,Baraclude,2006-06-26,False,False,False,False,"Hepatitis B, Chronic",J05AF10,5068,False,J,J05,2006,6
Irbesartan,irbesartan,200800337,에이알비-아이비정(이르베사르탄),삼진제약(주),2008-01-08,False,True,Aprovel,1997-08-26,False,False,False,False,Hypertension,C09CA04,3787,False,C,C09,1997,8
Meloxicam,meloxicam,202000928,메가록시캄캡슐15밀리그램(멜록시캄),(주)엘앤씨바이오 ,2020-02-13,False,True,Flexicam,2006-04-10,False,False,False,False,,QM01AC06,5057,False,Q,QM0,2006,4
Febuxostat,febuxostat,202001229,메가페북정80밀리그램(페북소스타트),(주)엘앤씨바이오 ,2020-02-20,False,True,Adenuric,2008-04-21,False,False,False,False,Gout,M04AA03,4322,False,M,M04,2008,4
Febuxostat,febuxostat,202001263,메가페북정40밀리그램(페북소스타트),(주)엘앤씨바이오 ,2020-02-21,False,True,Adenuric,2008-04-21,False,False,False,False,Gout,M04AA03,4323,False,M,M04,2008,4
Levofloxacin Hydrate,levofloxacin,201903826,네오비트정100밀리그램(레보플록사신수화물),(주)경보제약,2019-06-12,False,True,Quinsair,2015-03-25,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01MA12,1540,False,J,J01,2015,3
Levofloxacin Hydrate,levofloxacin,201903851,네오비트정250밀리그램(레보플록사신수화물),(주)경보제약,2019-06-13,False,True,Quinsair,2015-03-25,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01MA12,1541,False,J,J01,2015,3
Levofloxacin,levofloxacin,200502445,알파레보플록사신주(수출용),알파제약(주),2005-03-15,False,True,Quinsair,2015-03-25,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01MA12,-3662,True,J,J01,2015,3
Telmisartan,telmisartan,201003153,텔사탄정40밀리그램(텔미사르탄),동화약품(주),2010-04-29,False,True,Pritor,1998-12-11,False,False,False,False,Hypertension,C09CA07,4157,False,C,C09,1998,12
Ataluren,ataluren,201508183,트랜스라나과립125밀리그램(아탈루렌),지디파마(주),2015-12-08,False,True,Translarna,2014-07-31,False,False,True,False,"Muscular Dystrophy, Duchenne",M09AX03,495,False,M,M09,2014,7
Ataluren,ataluren,201508184,트랜스라나과립250밀리그램(아탈루렌),지디파마(주),2015-12-08,False,True,Translarna,2014-07-31,False,False,True,False,"Muscular Dystrophy, Duchenne",M09AX03,495,False,M,M09,2014,7
Ataluren,ataluren,201508185,트랜스라나과립1000밀리그램(아탈루렌),지디파마(주),2015-12-08,False,True,Translarna,2014-07-31,False,False,True,False,"Muscular Dystrophy, Duchenne",M09AX03,495,False,M,M09,2014,7
Doxorubicin Hydrochloride,doxorubicin,198600238,일동아드리아마이신알.디.에프.주사10밀리그램(독소루비신염산염),일동제약(주),1986-03-04,False,True,Caelyx pegylated liposomal,1996-06-20,False,False,False,False,"Sarcoma, Kaposi;Multiple Myeloma;Ovarian Neoplasms;Breast Neoplasms",L01DB,-3761,True,L,L01,1996,6
Palonosetron Hydrochloride,palonosetron,202001990,메가팔로주(팔로노세트론염산염),(주)엘앤씨바이오 ,2020-03-20,False,True,Aloxi,2005-03-22,False,False,False,False,Vomiting;Cancer,A04AA05,5477,False,A,A04,2005,3
Sitagliptin Hydrochloride Hydrate,sitagliptin,202004069,시타틴알파정25밀리그램(시타글립틴염산염수화물) ,대한뉴팜(주),2020-05-29,False,True,Januvia,2007-03-20,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH01,4819,False,A,A10,2007,3
Rasagiline Mesylate,rasagiline,202000008,라사트정0.5밀리그램(라사길린메실산염),한국프라임제약(주),2020-01-02,False,True,Azilect,2005-02-21,False,False,False,False,Parkinson Disease,N04BD02,5428,False,N,N04,2005,2
Entecavir Hydrate,entecavir,201502793,프라임엔테카비르정1밀리그램,한국프라임제약(주),2015-05-08,False,True,Baraclude,2006-06-26,False,False,False,False,"Hepatitis B, Chronic",J05AF10,3238,False,J,J05,2006,6
Erlotinib Hydrochloride,erlotinib,201305825,엘로팁정150밀리그램(엘로티닙염산염)(수출용),한국유나이티드제약(주),2013-02-22,False,True,Tarceva,2005-09-19,False,False,False,False,"Carcinoma, Non-Small-Cell Lung;Pancreatic Neoplasms",L01EB02,2713,False,L,L01,2005,9
Dapagliflozin,dapagliflozin,202004449,포시진정10밀리그램(다파글리플로진),위더스제약(주),2020-06-17,False,True,Forxiga,2012-11-11,False,False,False,False,"Diabetes Mellitus, Type 2;Heart Failure, Systolic;Heart Failure;Renal Insufficiency, Chronic",A10BK01,2775,False,A,A10,2012,11
Pitolisant Hydrochloride,pitolisant,202009335,와킥스필름코팅정20밀리그램(피톨리산트염산염),타나베파마코리아주식회사,2020-12-30,False,True,Wakix,2016-03-31,True,False,False,False,Narcolepsy,N07XX11,1735,False,N,N07,2016,3
Pitolisant Hydrochloride,pitolisant,202009336,와킥스필름코팅정5밀리그램(피톨리산트염산염),타나베파마코리아주식회사,2020-12-30,False,True,Wakix,2016-03-31,True,False,False,False,Narcolepsy,N07XX11,1735,False,N,N07,2016,3
Melatonin,melatonin,202101189,지엘멜라토닌서방정2밀리그램,지엘파마(주),2021-02-08,False,True,Circadin,2007-06-29,False,False,False,False,Sleep Initiation and Maintenance Disorders,N05CH01,4973,False,N,N05,2007,6
Ibuprofen,ibuprofen,200502782,그린펜시럽(이부프로펜),(주)녹십자,2005-06-24,False,False,Pedea,2004-07-28,False,False,False,False,"Ductus Arteriosus, Patent",C01EB16,331,False,C,C01,2004,7
Testosterone,testosterone,200711304,토스트렉스겔2%(테스토스테론),에이치케이이노엔(주),2007-10-12,False,True,Intrinsa,2006-07-28,False,False,False,False,"Sexual Dysfunctions, Psychological",G03BA03,441,False,G,G03,2006,7
Meloxicam,meloxicam,201501052,모렉셀캡슐7.5밀리그램(멜록시캄),대화제약(주),2015-02-27,False,True,Flexicam,2006-04-10,False,False,False,False,,QM01AC06,3245,False,Q,QM0,2006,4
Alogliptin Benzoate,alogliptin benzoate,201307579,네시나정12.5밀리그램(알로글립틴벤조산염),(주)셀트리온제약,2013-05-31,False,True,Vipidia,2013-09-18,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH04,-110,True,A,A10,2013,9
Apixaban,apixaban,202001996,리사반정5밀리그램(아픽사반),(주)일화,2020-03-20,False,True,Eliquis,2011-05-18,False,False,False,False,Arthroplasty;Venous Thromboembolism,B01AF02,3229,False,B,B01,2011,5
Agomelatine,agomelatine,201804018,아고틴정25밀리그램(아고멜라틴),환인제약(주),2018-10-14,False,True,Valdoxan,2009-02-19,False,False,False,False,"Depressive Disorder, Major",N06AX22,3524,False,N,N06,2009,2
Adefovir Dipivoxil,adefovir dipivoxil,201003188,아포리바정(아데포비어디피복실),삼진제약(주),2010-04-30,False,True,Hepsera,2003-03-06,False,False,False,False,"Hepatitis B, Chronic",J05AF08,2612,False,J,J05,2003,3
Ticagrelor,ticagrelor,201802955,타그렐정90밀리그램(티카그렐러),삼진제약(주),2018-07-16,False,True,Brilique,2010-12-03,False,False,False,False,Peripheral Vascular Diseases;Acute Coronary Syndrome,B01AC24,2782,False,B,B01,2010,12
Ticagrelor,ticagrelor,201803029,타그렐정60밀리그램(티카그렐러),삼진제약(주),2018-07-20,False,True,Brilique,2010-12-03,False,False,False,False,Peripheral Vascular Diseases;Acute Coronary Syndrome,B01AC24,2786,False,B,B01,2010,12
Linagliptin Micronized,linagliptin,201901280,리젠타정(리나글립틴),삼진제약(주),2019-02-28,False,True,Trajenta,2011-08-23,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH05,2746,False,A,A10,2011,8
Ibuprofen,ibuprofen,199801504,이프렌정400밀리그램(이부프로펜)(수출용),삼진제약(주),1999-04-19,False,False,Pedea,2004-07-28,False,False,False,False,"Ductus Arteriosus, Patent",C01EB16,-1927,True,C,C01,2004,7
Alitretinoin,alitretinoin,201906879,오스톡연질캡슐30밀리그램(알리트레티노인),(주)오스코리아제약,2019-09-27,False,True,Panretin,2000-10-11,False,False,False,False,"Sarcoma, Kaposi",L01XX22,6925,False,L,L01,2000,10
Alitretinoin,alitretinoin,201907198,오스톡연질캡슐10밀리그램(알리트레티노인),(주)오스코리아제약,2019-10-14,False,True,Panretin,2000-10-11,False,False,False,False,"Sarcoma, Kaposi",L01XX22,6942,False,L,L01,2000,10
Daptomycin,daptomycin,202203262,큐비토신주350밀리그램(답토마이신),건일바이오팜주식회사,2022-08-11,False,True,Cubicin,2006-01-19,False,False,False,False,"Gram-Positive Bacterial Infections;Bacteremia;Soft Tissue Infections;Endocarditis, Bacterial",J01XX09,6048,False,J,J01,2006,1
Daptomycin,daptomycin,202203263,큐비토신주500밀리그램(답토마이신),건일바이오팜주식회사,2022-08-11,False,True,Cubicin,2006-01-19,False,False,False,False,"Gram-Positive Bacterial Infections;Bacteremia;Soft Tissue Infections;Endocarditis, Bacterial",J01XX09,6048,False,J,J01,2006,1
Loxapine,loxapine,201908245,아다수브흡입제10밀리그램(록사핀),코오롱제약(주),2019-12-05,False,True,Adasuve,2013-02-20,False,False,False,False,Schizophrenia;Bipolar Disorder,N05AH01,2479,False,N,N05,2013,2
Pregabalin,pregabalin,202001439,프리렌캡슐25밀리그램(프레가발린),(주)유앤생명과학,2020-02-29,False,True,Lyrica,2004-07-05,False,False,False,False,Epilepsy;Anxiety Disorders;Neuralgia,N02BF02,5717,False,N,N02,2004,7
Pregabalin,pregabalin,202003820,프리렌캡슐75밀리그램(프레가발린),(주)유앤생명과학,2020-05-26,False,True,Lyrica,2004-07-05,False,False,False,False,Epilepsy;Anxiety Disorders;Neuralgia,N02BF02,5804,False,N,N02,2004,7
Pregabalin,pregabalin,202003821,프리렌캡슐150밀리그램(프레가발린),(주)유앤생명과학,2020-05-26,False,True,Lyrica,2004-07-05,False,False,False,False,Epilepsy;Anxiety Disorders;Neuralgia,N02BF02,5804,False,N,N02,2004,7
Levofloxacin Hydrate,levofloxacin,202008449,플로피큐정500mg(레보플록사신수화물)(수출용),조아제약(주),2020-12-03,False,True,Quinsair,2015-03-25,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01MA12,2080,False,J,J01,2015,3
Alogliptin Benzoate,alogliptin benzoate,201307580,네시나정25밀리그램(알로글립틴벤조산염),(주)셀트리온제약,2013-05-31,False,True,Vipidia,2013-09-18,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH04,-110,True,A,A10,2013,9
Empagliflozin,empagliflozin,202102098,엠파원정25밀리그램(엠파글리플로진),대원제약(주),2021-03-05,False,True,Jardiance,2014-05-22,False,False,False,False,"Diabetes Mellitus, Type 2;Heart Failure;Renal Insufficiency, Chronic",A10BK03,2479,False,A,A10,2014,5
Empagliflozin,empagliflozin,202102034,이엠파정10밀리그램(엠파글리플로진),(주)킵스바이오파마,2021-03-04,False,True,Jardiance,2014-05-22,False,False,False,False,"Diabetes Mellitus, Type 2;Heart Failure;Renal Insufficiency, Chronic",A10BK03,2478,False,A,A10,2014,5
Empagliflozin,empagliflozin,202102091,자디엠파정10밀리그램(엠파글리플로진),대웅바이오(주),2021-03-05,False,True,Jardiance,2014-05-22,False,False,False,False,"Diabetes Mellitus, Type 2;Heart Failure;Renal Insufficiency, Chronic",A10BK03,2479,False,A,A10,2014,5
Empagliflozin,empagliflozin,202102092,자디엠파정25밀리그램(엠파글리플로진),대웅바이오(주),2021-03-05,False,True,Jardiance,2014-05-22,False,False,False,False,"Diabetes Mellitus, Type 2;Heart Failure;Renal Insufficiency, Chronic",A10BK03,2479,False,A,A10,2014,5
Sitagliptin Hydrochloride Hydrate,sitagliptin,202007522,시타엑스정25밀리그램(시타글립틴염산염수화물),주식회사제뉴원사이언스,2020-11-03,False,True,Januvia,2007-03-20,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH01,4977,False,A,A10,2007,3
Cinacalcet Hydrochloride,cinacalcet,201001805,레그파라정25밀리그램(시나칼세트염산염),한국쿄와기린(주),2010-03-04,False,True,Mimpara,2004-10-22,False,False,False,False,Hypercalcemia;Parathyroid Neoplasms;Hyperparathyroidism,H05BX01,1959,False,H,H05,2004,10
Cinacalcet Hydrochloride,cinacalcet,201001806,레그파라정75밀리그램(시나칼세트염산염),한국쿄와기린(주),2010-03-04,False,True,Mimpara,2004-10-22,False,False,False,False,Hypercalcemia;Parathyroid Neoplasms;Hyperparathyroidism,H05BX01,1959,False,H,H05,2004,10
Tobramycin,tobramycin,200902272,경남토브라마이신주(토브라마이신)(바이알)(수출용),경남제약(주),2009-03-30,False,True,Tobi Podhaler,2011-07-20,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01GB01,-842,True,J,J01,2011,7
Amikacin Sulfate,amikacin,200902274,경남아미카신주500밀리그램(황산아미카신)(바이알)(수출용),경남제약(주),2009-03-30,False,True,Arikayce liposomal,2020-10-27,True,False,False,False,Respiratory Tract Infections,J01GB06,-4229,True,J,J01,2020,10
Tofacitinib,tofacitinib,202006208,토팍스정5밀리그램(토파시티닙),(주)라이트팜텍,2020-09-07,False,True,Xeljanz,2017-03-22,False,False,False,False,"Arthritis, Rheumatoid",L04AF01,1265,False,L,L04,2017,3
Dexmedetomidine Hydrochloride,dexmedetomidine,201800297,덱스딘주(덱스메데토미딘염산염),제일약품(주),2018-01-23,False,True,Dexdor,2011-09-15,False,False,False,False,Conscious Sedation,N05CM18,2322,False,N,N05,2011,9
Tobramycin,tobramycin,200402299,토브란점안액(토브라마이신),영일제약(주),2004-02-19,False,True,Tobi Podhaler,2011-07-20,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01GB01,-2708,True,J,J01,2011,7
Apixaban,apixaban,201901692,제릭사반정2.5밀리그램(아픽사반),제일약품(주),2019-03-21,False,True,Eliquis,2011-05-18,False,False,False,False,Arthroplasty;Venous Thromboembolism,B01AF02,2864,False,B,B01,2011,5
Apixaban,apixaban,201901693,제릭사반정5밀리그램(아픽사반),제일약품(주),2019-03-21,False,True,Eliquis,2011-05-18,False,False,False,False,Arthroplasty;Venous Thromboembolism,B01AF02,2864,False,B,B01,2011,5
Imatinib Mesylate,imatinib,201306416,류코벡정400밀리그램(이매티닙메실산염),제일약품(주),2013-03-22,False,True,Glivec,2001-11-07,False,False,False,False,"Precursor Cell Lymphoblastic Leukemia-Lymphoma;Gastrointestinal Stromal Tumors;Dermatofibrosarcoma;Myelodysplastic-Myeloproliferative Diseases;Leukemia, Myelogenous, Chronic, BCR-ABL Positive;Hypereosinophilic Syndrome",L01EA01,4153,False,L,L01,2001,11
Rivaroxaban,rivaroxaban,202103788,리보록사정20밀리그램(리바록사반),(주)한국파비스제약,2021-05-12,False,True,Xarelto,2008-09-30,False,False,False,False,"Arthroplasty, Replacement;Venous Thromboembolism",B01AF01,4607,False,B,B01,2008,9
Porfimer Sodium,porfimer,200801610,포토프린주사75밀리그램(포르피머나트륨),(주)라이트팜텍,2008-02-11,False,True,PhotoBarr,2004-03-25,False,False,False,False,Barrett Esophagus,L01XD01,1418,False,L,L01,2004,3
Sitagliptin Hydrochloride Hydrate,sitagliptin,202101849,시타모노정50밀리그램(시타글립틴염산염수화물),일동제약(주),2021-02-24,False,True,Januvia,2007-03-20,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH01,5090,False,A,A10,2007,3
Sitagliptin Hydrochloride Hydrate,sitagliptin,202101850,시타모노정25밀리그램(시타글립틴염산염수화물),일동제약(주),2021-02-24,False,True,Januvia,2007-03-20,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH01,5090,False,A,A10,2007,3
Mirabegron,mirabegron,202101455,제뉴파마미라베그론서방정50밀리그램,(주)제뉴파마,2021-02-18,False,True,Betmiga,2012-12-20,False,False,False,False,"Urinary Bladder, Overactive",G04BD12,2982,False,G,G04,2012,12
Cytarabine,cytarabine,199101477,타빈주20mg/ml(시타라빈),한국유나이티드제약(주),1991-08-23,False,True,DepoCyte,2001-07-11,False,False,False,False,Meningeal Neoplasms,L01BC01,-3610,True,L,L01,2001,7
Cytarabine,cytarabine,199701734,타빈주50밀리그램/밀리리터(시타라빈),한국유나이티드제약(주),1997-09-09,False,True,DepoCyte,2001-07-11,False,False,False,False,Meningeal Neoplasms,L01BC01,-1401,True,L,L01,2001,7
Amikacin Sulfate,amikacin,199500317,일동아미카신황산염주사액500밀리그램(수출용),일동제약(주),1995-05-29,False,True,Arikayce liposomal,2020-10-27,True,False,False,False,Respiratory Tract Infections,J01GB06,-9283,True,J,J01,2020,10
Amikacin Sulfate,amikacin,199800469,일동아미카신황산염주사액250밀리그램(수출용),일동제약(주),1998-01-05,False,True,Arikayce liposomal,2020-10-27,True,False,False,False,Respiratory Tract Infections,J01GB06,-8331,True,J,J01,2020,10
Paclitaxel,paclitaxel,201401399,일동파클리탁셀주사(수출용),일동제약(주),2014-03-26,False,True,Paxene,1999-07-19,False,False,False,False,"Sarcoma, Kaposi;Carcinoma, Non-Small-Cell Lung;Ovarian Neoplasms;Breast Neoplasms",L01CD01,5364,False,L,L01,1999,7
Doxycycline,doxycycline,199000272,트리씰린엔캡슐(독시사이클린)(수출용),(주)에이프로젠바이오로직스,1990-11-03,False,True,Doxirobe,1999-09-16,False,False,False,False,,QJ01AA02,-3239,True,Q,QJ0,1999,9
