inn,normalized_inn,fda_date,fda_brand_name,fda_sponsor,mfds_date,mfds_item_name,mfds_company,days_fda_to_mfds,mfds_before_fda
Ixekizumab,ixekizumab,2021-03-10,TALTZ,ELI LILLY AND CO,2017-12-05,"탈츠프리필드시린지주(익세키주맙,유전자재조합)",한국릴리(유),-1191,True
Ixekizumab,ixekizumab,2021-03-10,TALTZ,ELI LILLY AND CO,2017-12-05,"탈츠오토인젝터주(익세키주맙,유전자재조합)",한국릴리(유),-1191,True
Insulin Glargine,insulin glargine,2003-05-01,INSULIN GLARGINE SOLOSTAR,SANOFI AVENTIS US,2018-03-07,"글라지아프리필드펜(인슐린글라진,유전자재조합)",(주)녹십자,5424,False
Etanercept,etanercept,2002-01-15,ENBREL,IMMUNEX,2018-03-16,유셉트오토인젝터주(에타너셉트),(주)엘지화학,5904,False
Dupilumab,dupilumab,2017-03-28,DUPIXENT,REGENERON PHARMACEUTICALS,2018-03-30,"듀피젠트프리필드주300밀리그램(두필루맙,유전자재조합)",(주)사노피-아벤티스코리아,367,False
Ustekinumab,ustekinumab,2018-06-08,USTEKINUMAB,CENTOCOR ORTHO BIOTECH INC,2018-04-06,스텔라라정맥주사(우스테키누맙),(주)한국얀센,-63,True
Guselkumab,guselkumab,2025-09-26,TREMFYA,JANSSEN BIOTECH,2018-04-12,"트렘피어프리필드시린지주(구셀쿠맙,유전자재조합)",(주)한국얀센,-2724,True
Insulin Aspart,insulin aspart,2002-02-25,INSULIN ASPART PROTAMINE AND INSULIN ASPART MIX 70/30,NOVO NORDISK INC,2018-07-13,피아스프주100단위/밀리리터(인슐린아스파트),노보노디스크제약(주) ,5982,False
Insulin Aspart,insulin aspart,2002-02-25,INSULIN ASPART PROTAMINE AND INSULIN ASPART MIX 70/30,NOVO NORDISK INC,2018-07-13,피아스프플렉스터치주100단위/밀리리터(인슐린아스파트),노보노디스크제약(주) ,5982,False
Canakinumab,canakinumab,2016-09-23,ILARIS,NOVARTIS PHARMS,2018-08-09,"일라리스주사액(카나키누맙,유전자재조합)",한국노바티스(주),685,False
Somatropin,somatropin,1995-12-15,HUMATROPE,LILLY,2018-12-03,"유트로핀주12IU(소마트로핀, 유전자재조합)",(주)엘지화학,8389,False
Inotuzumab Ozogamicin,inotuzumab ozogamicin,2017-08-17,BESPONSA,WYETH PHARMS INC,2019-01-03,베스폰사주(이노투주맙오조가마이신),한국화이자제약(주),504,False
Avelumab,avelumab,2024-10-11,BAVENCIO,EMD SERONO INC,2019-03-22,바벤시오주(아벨루맙),머크(주),-2030,True
Nivolumab,nivolumab,2023-02-15,OPDIVO,BRISTOL MYERS SQUIBB,2019-04-11,"옵디보주240mg(니볼루맙,유전자재조합)",한국오노약품공업주식회사,-1406,True
Adalimumab,adalimumab,2005-10-03,HUMIRA,ABBVIE INC,2019-04-25,"휴미라프리필드시린지주20mg/0.2mL(아달리무맙,유전자재조합)",한국애브비(주),4952,False
Romosozumab,romosozumab,2019-04-09,EVENITY,AMGEN INC,2019-05-31,"이베니티주프리필드시린지(로모소주맙, 유전자재조합)",암젠코리아유한회사,52,False
Benralizumab,benralizumab,2017-11-14,FASENRA,ASTRAZENECA AB,2019-06-05,파센라프리필드시린지주30밀리그램(벤라리주맙),한국아스트라제네카(주),568,False
INSULIN LISPRO,insulin lispro,1999-12-22,HUMALOG MIX75/25,LILLY,2019-08-12,"휴마로그에이치디퀵펜주100단위/밀리리터(인슐린라이스프로,유전자재조합)",한국릴리(유),7173,False
Etanercept,etanercept,2002-01-15,ENBREL,IMMUNEX,2019-08-19,에톨로체50밀리그램프리필드펜주(에타너셉트),삼성바이오에피스(주),6425,False
Galcanezumab,galcanezumab,2019-06-04,EMGALITY,ELI LILLY AND CO,2019-09-05,"앰겔러티120밀리그램/밀리리터프리필드시린지주(갈카네주맙, 유전자재조합)",한국릴리(유),93,False
Galcanezumab,galcanezumab,2019-06-04,EMGALITY,ELI LILLY AND CO,2019-09-05,"앰겔러티120밀리그램/밀리리터프리필드펜주(갈카네주맙, 유전자재조합)",한국릴리(유),93,False
Risankizumab,risankizumab,2021-04-26,SKYRIZI,ABBVIE INC,2019-12-03,"스카이리치프리필드시린지주(리산키주맙,유전자재조합)",한국애브비(주),-510,True
Infliximab,infliximab,2011-10-26,INFLIXIMAB,CENTOCOR INC,2020-02-25,"램시마프리필드시린지주120mg(인플릭시맵)(단클론항체, 유전자재조합) ",(주)셀트리온,3044,False
Dupilumab,dupilumab,2017-03-28,DUPIXENT,REGENERON PHARMACEUTICALS,2020-05-06,"듀피젠트프리필드주200밀리그램(두필루맙,유전자재조합)",(주)사노피-아벤티스코리아,1135,False
Brolucizumab,brolucizumab,2019-10-07,BEOVU,NOVARTIS PHARMS CORP,2020-06-15,비오뷰주(브롤루시주맙),한국노바티스(주),252,False
Daratumumab,daratumumab,2021-11-30,DARZALEX FASPRO,JANSSEN BIOTECH,2020-06-29,다잘렉스피하주사(다라투무맙),(주)한국얀센,-519,True
Brolucizumab,brolucizumab,2019-10-07,BEOVU,NOVARTIS PHARMS CORP,2020-07-28,비오뷰프리필드시린지(브롤루시주맙),한국노바티스(주),295,False
Cerliponase alfa,cerliponase alfa,2020-03-27,BRINEURA,BIOMARIN PHARM,2020-09-08,브리뉴라주150mg(세르리포나제알파),(주)삼오제약,165,False
Pegvisomant,pegvisomant,2008-10-03,SOMAVERT,PHARMACIA,2020-09-16,소마버트주10밀리그램(페그비소만트),한국화이자제약(주),4366,False
Pegvisomant,pegvisomant,2008-10-03,SOMAVERT,PHARMACIA,2020-09-16,소마버트주15밀리그램(페그비소만트),한국화이자제약(주),4366,False
Pegvisomant,pegvisomant,2008-10-03,SOMAVERT,PHARMACIA,2020-09-16,소마버트주20밀리그램(페그비소만트),한국화이자제약(주),4366,False
Pegvisomant,pegvisomant,2008-10-03,SOMAVERT,PHARMACIA,2020-09-16,소마버트주25밀리그램(페그비소만트),한국화이자제약(주),4366,False
Pegvisomant,pegvisomant,2008-10-03,SOMAVERT,PHARMACIA,2020-09-16,소마버트주30밀리그램(페그비소만트),한국화이자제약(주),4366,False
Burosumab,burosumab,2025-08-28,CRYSVITA,KYOWA KIRIN,2020-09-17,"크리스비타주사액30밀리그램(부로수맙,유전자재조합)",한국쿄와기린(주),-1806,True
Burosumab,burosumab,2025-08-28,CRYSVITA,KYOWA KIRIN,2020-09-17,"크리스비타주사액20밀리그램(부로수맙,유전자재조합)",한국쿄와기린(주),-1806,True
Burosumab,burosumab,2025-08-28,CRYSVITA,KYOWA KIRIN,2020-09-17,"크리스비타주사액10밀리그램(부로수맙,유전자재조합)",한국쿄와기린(주),-1806,True
Infliximab,infliximab,2011-10-26,INFLIXIMAB,CENTOCOR INC,2020-10-12,"램시마펜주120mg(인플릭시맵)(단클론항체,유전자재조합)",(주)셀트리온,3274,False
Trastuzumab,trastuzumab,2002-08-28,HERCEPTIN,GENENTECH,2020-10-14,삼페넷주440밀리그램(트라스투주맙),삼성바이오에피스(주),6622,False
Polatuzumab Vedotin,polatuzumab vedotin,2019-06-10,POLIVY,GENENTECH,2020-10-27,폴라이비주(폴라투주맙베도틴),(주)한국로슈,505,False
Filgrastim,filgrastim,2013-07-19,GRANIX,SICOR BIOTECH,2020-10-30,리콤비맥스주(필그라스팀)(수출용),보란파마,2660,False
Insulin Lispro,insulin lispro,1999-12-22,HUMALOG MIX75/25,LILLY,2020-12-28,"룸제브퀵펜주100단위/밀리리터(인슐린라이스프로,유전자재조합) ",한국릴리(유),7677,False
lanadelumab,lanadelumab,2023-02-03,TAKHZYRO,DYAX CORP.,2021-02-26,탁자이로주(라나델루맙),한국다케다제약(주),-707,True
Bevacizumab,bevacizumab,2014-08-14,AVASTIN,GENENTECH,2021-03-11,온베브지주(베바시주맙),삼성바이오에피스(주),2401,False
Eflapegrastim,eflapegrastim,2022-09-09,ROLVEDON,SPECTRUM PHARMS,2021-03-18,롤론티스프리필드시린지주(에플라페그라스팀),한미약품(주),-540,True
Satralizumab,satralizumab,2022-09-14,ENSPRYNG,GENENTECH,2021-04-25,엔스프링프리필드시린지주(사트랄리주맙),(주)한국로슈,-507,True
Guselkumab,guselkumab,2025-09-26,TREMFYA,JANSSEN BIOTECH,2021-05-24,"트렘피어원프레스오토인젝터주(구셀쿠맙,유전자재조합)",(주)한국얀센,-1586,True
Somatropin,somatropin,1995-12-15,HUMATROPE,LILLY,2021-07-09,싸이트로핀에이카트리지주15mg(45IU)(소마트로핀),싸이젠코리아(주),9338,False
Fremanezumab,fremanezumab,2025-03-21,AJOVY,TEVA PHARMS USA,2021-07-27,"아조비오토인젝터주(프레마네주맙,유전자재조합)",(주)한독테바,-1333,True
Fremanezumab,fremanezumab,2025-03-21,AJOVY,TEVA PHARMS USA,2021-07-27,"아조비프리필드시린지주(프레마네주맙,유전자재조합)",(주)한독테바,-1333,True
Inebilizumab,inebilizumab,2025-04-03,UPLIZNA,VIELA BIO,2021-08-05,업리즈나주(이네빌리주맙),타나베파마코리아주식회사,-1337,True
Adalimumab,adalimumab,2005-10-03,HUMIRA,ABBVIE INC,2021-10-15,"유플라이마프리필드시린지주40mg/0.4mL(아달리무맙,유전자재조합)",(주)셀트리온,5856,False
Adalimumab,adalimumab,2005-10-03,HUMIRA,ABBVIE INC,2021-10-15,"유플라이마펜주40mg/0.4mL(아달리무맙,유전자재조합)",(주)셀트리온,5856,False
Gemtuzumab Ozogamicin,gemtuzumab ozogamicin,2020-02-27,MYLOTARG,WYETH PHARMS INC,2021-11-18,마일로탁주4.5밀리그램(겜투주맙오조가마이신),한국화이자제약(주),630,False
Bevacizumab,bevacizumab,2014-08-14,AVASTIN,GENENTECH,2022-01-19,아림시스주(베바시주맙),알보젠코리아(주),2715,False
Amivantamab,amivantamab,2024-09-19,RYBREVANT,JANSSEN BIOTECH,2022-02-15,리브리반트주(아미반타맙),(주)한국얀센,-947,True
Vedolizumab,vedolizumab,2024-03-14,ENTYVIO,TAKEDA PHARMS USA,2022-02-17,킨텔레스프리필드펜주(베돌리주맙),한국다케다제약(주),-756,True
Vedolizumab,vedolizumab,2024-03-14,ENTYVIO,TAKEDA PHARMS USA,2022-02-17,킨텔레스프리필드시린지주(베돌리주맙),한국다케다제약(주),-756,True
Infliximab,infliximab,2011-10-26,INFLIXIMAB,CENTOCOR INC,2022-03-07,"셀트리온램시마프리필드시린지주120mg(인플릭시맵)(단클론항체,유전자재조합)",(주)셀트리온,3785,False
Somatropin,somatropin,1995-12-15,HUMATROPE,LILLY,2022-04-13,"유트로핀에스펜주(소마트로핀,유전자재조합)",(주)엘지화학,9616,False
Risankizumab,risankizumab,2021-04-26,SKYRIZI,ABBVIE INC,2022-04-22,"스카이리치프리필드시린지주150mg/mL(리산키주맙, 유전자재조합)",한국애브비(주),361,False
Risankizumab,risankizumab,2021-04-26,SKYRIZI,ABBVIE INC,2022-04-22,"스카이리치프리필드펜주150mg/mL(리산키주맙, 유전자재조합)",한국애브비(주),361,False
Semaglutide,semaglutide,2023-09-22,OZEMPIC,NOVO,2022-04-28,오젬픽프리필드펜(세마글루티드),노보노디스크제약(주) ,-512,True
Luspatercept,luspatercept,2019-11-08,REBLOZYL,CELGENE CORP,2022-05-09,레블로질주75mg(루스파터셉트),(유)한국비엠에스제약,913,False
Luspatercept,luspatercept,2019-11-08,REBLOZYL,CELGENE CORP,2022-05-09,레블로질주25mg(루스파터셉트),(유)한국비엠에스제약,913,False
Ranibizumab,ranibizumab,2014-02-27,LUCENTIS,GENENTECH,2022-05-13,"아멜리부주10밀리그램/밀리리터(라니비주맙,유전자재조합)",삼성바이오에피스(주),2997,False
Dupilumab,dupilumab,2017-03-28,DUPIXENT,REGENERON PHARMACEUTICALS,2022-05-19,"듀피젠트프리필드펜200밀리그램(두필루맙, 유전자재조합)",(주)사노피-아벤티스코리아,1878,False
Dupilumab,dupilumab,2017-03-28,DUPIXENT,REGENERON PHARMACEUTICALS,2022-05-19,"듀피젠트프리필드펜300밀리그램(두필루맙, 유전자재조합)",(주)사노피-아벤티스코리아,1878,False
Adalimumab,adalimumab,2005-10-03,HUMIRA,ABBVIE INC,2022-06-15,"유플라이마프리필드시린지주80mg/0.8mL(아달리무맙,유전자재조합)",(주)셀트리온,6099,False
Adalimumab,adalimumab,2005-10-03,HUMIRA,ABBVIE INC,2022-06-15,"유플라이마펜주80mg/0.8mL(아달리무맙,유전자재조합)",(주)셀트리온,6099,False
Trastuzumab deruxtecan,trastuzumab deruxtecan,2024-04-05,ENHERTU,DAIICHI SANKYO,2022-09-19,엔허투주100mg(트라스투주맙데룩스테칸),한국다이이찌산쿄(주),-564,True
Mogamulizumab,mogamulizumab,2022-03-30,POTELIGEO,KYOWA KIRIN,2022-09-22,포텔리지오주20밀리그램(모가물리주맙),한국쿄와기린(주),176,False
Ranibizumab,ranibizumab,2014-02-27,LUCENTIS,GENENTECH,2022-10-20,루센비에스주10밀리그램/밀리리터(라니비주맙),(주)종근당,3157,False
Cemiplimab,cemiplimab,2021-02-09,LIBTAYO,REGENERON PHARMACEUTICALS,2022-10-25,리브타요주(세미플리맙),지피테라퓨틱스코리아주식회사,623,False
Infliximab,infliximab,2011-10-26,INFLIXIMAB,CENTOCOR INC,2022-10-28,"셀트리온램시마펜주120mg(인플릭시맵)(단클론항체,유전자재조합)",(주)셀트리온,4020,False
Secukinumab,secukinumab,2020-01-29,COSENTYX,NOVARTIS PHARMS CORP,2022-11-01,"코센틱스우노레디펜300mg/2mL(세쿠키누맙,유전자재조합)",한국노바티스(주),1007,False
Dulaglutide,dulaglutide,2018-09-21,TRULICITY,ELI LILLY AND CO,2022-11-02,"트루리시티3.0밀리그램/0.5밀리리터일회용펜(둘라글루타이드, 유전자재조합)",한국릴리(유),1503,False
Dulaglutide,dulaglutide,2018-09-21,TRULICITY,ELI LILLY AND CO,2022-11-02,"트루리시티4.5밀리그램/0.5밀리리터일회용펜(둘라글루타이드, 유전자재조합)",한국릴리(유),1503,False
Adalimumab,adalimumab,2005-10-03,HUMIRA,ABBVIE INC,2022-11-10,"셀트리온유플라이마펜주40mg/0.4mL(아달리무맙,유전자재조합)",(주)셀트리온,6247,False
Dostarlimab,dostarlimab,2023-02-09,JEMPERLI,GLAXOSMITHKLINE,2022-12-14,젬퍼리주(도스탈리맙),(주)글락소스미스클라인,-57,True
Adalimumab,adalimumab,2005-10-03,HUMIRA,ABBVIE INC,2023-01-03,"아달로체펜주40mg/0.4mL(아달리무맙,유전자재조합)",삼성바이오에피스(주),6301,False
Adalimumab,adalimumab,2005-10-03,HUMIRA,ABBVIE INC,2023-01-03,"아달로체프리필드시린지주40mg/0.4mL(아달리무맙,유전자재조합)",삼성바이오에피스(주),6301,False
Faricimab,faricimab,2024-07-03,VABYSMO,GENENTECH INC,2023-01-20,바비스모주(파리시맙),(주)한국로슈,-530,True
Somatrogon,somatrogon,2023-06-27,NGENLA,PFIZER IRELAND PHARMACEUTICALS,2023-01-31,엔젤라프리필드펜주24mg(소마트로곤),한국화이자제약(주),-147,True
Somatrogon,somatrogon,2023-06-27,NGENLA,PFIZER IRELAND PHARMACEUTICALS,2023-01-31,엔젤라프리필드펜주60mg(소마트로곤),한국화이자제약(주),-147,True
Alirocumab,alirocumab,2018-07-20,PRALUENT,REGENERON PHARMACEUTICALS,2023-02-13,프랄런트펜주300mg(알리로쿠맙),(주)사노피-아벤티스코리아,1669,False
Etanercept,etanercept,2002-01-15,ENBREL,IMMUNEX,2023-03-06,엔브렐도스디스펜서카트리지50밀리그램(에타너셉트),한국화이자제약(주),7720,False
Enfortumab Vedotin,enfortumab vedotin,2021-07-09,PADCEV EJFV,ASTELLAS,2023-03-10,파드셉주20밀리그램(엔포투맙베도틴),한국아스텔라스제약(주),609,False
Enfortumab Vedotin,enfortumab vedotin,2021-07-09,PADCEV EJFV,ASTELLAS,2023-03-10,파드셉주30밀리그램(엔포투맙베도틴),한국아스텔라스제약(주),609,False
avalglucosidase alfa,avalglucosidase alfa,2021-08-06,NEXVIAZYME,GENZYME CORP,2023-03-29,넥스비아자임주(아발글루코시다제알파),(주)사노피-아벤티스코리아,600,False
Semaglutide,semaglutide,2023-09-22,OZEMPIC,NOVO,2023-04-27,위고비프리필드펜2.4(세마글루티드),노보노디스크제약(주) ,-148,True
Semaglutide,semaglutide,2023-09-22,OZEMPIC,NOVO,2023-04-27,위고비프리필드펜1.7(세마글루티드),노보노디스크제약(주) ,-148,True
Semaglutide,semaglutide,2023-09-22,OZEMPIC,NOVO,2023-04-27,위고비프리필드펜1.0(세마글루티드),노보노디스크제약(주) ,-148,True
Semaglutide,semaglutide,2023-09-22,OZEMPIC,NOVO,2023-04-27,위고비프리필드펜0.5(세마글루티드),노보노디스크제약(주) ,-148,True
sacituzumab govitecan,sacituzumab govitecan,2021-04-07,TRODELVY,IMMUNOMEDICS INC,2023-05-09,트로델비주(사시투주맙고비테칸),길리어드사이언스코리아(유),762,False
Ranibizumab,ranibizumab,2014-02-27,LUCENTIS,GENENTECH,2023-05-19,루센비에스프리필드시린지(라니비주맙),(주)종근당,3368,False
Tafasitamab,tafasitamab,2021-06-02,MONJUVI,MORPHOSYS US INC,2023-06-09,민쥬비주(타파시타맙),(주)한독,737,False
Trastuzumab,trastuzumab,2002-08-28,HERCEPTIN,GENENTECH,2023-07-10,투젭타주150밀리그램(트라스투주맙),(주)삼오제약,7621,False
Trastuzumab,trastuzumab,2002-08-28,HERCEPTIN,GENENTECH,2023-07-10,투젭타주440밀리그램(트라스투주맙),(주)삼오제약,7621,False
Sutimlimab,sutimlimab,2023-01-25,ENJAYMO,"RECORDATI RARE DISEASES, INC.",2023-07-12,엔제이모주(수팀리맙),(주)레코르다티코리아,168,False
Olipudase alfa,olipudase alfa,2024-12-20,XENPOZYME,GENZYME CORP,2023-07-25,젠포자임주(올리푸다제알파),(주)사노피-아벤티스코리아,-514,True
Teclistamab,teclistamab,2024-11-22,TECVAYLI,JANSSEN BIOTECH,2023-07-26,텍베일리주153mg(테클리스타맙),(주)한국얀센,-485,True
Teclistamab,teclistamab,2024-11-22,TECVAYLI,JANSSEN BIOTECH,2023-07-26,텍베일리주30mg(테클리스타맙),(주)한국얀센,-485,True
Spesolimab,spesolimab,2024-03-18,SPEVIGO,BOEHRINGER INGELHEIM PHARMACEUTICALS INC,2023-08-09,스페비고주(스페솔리맙),한국베링거인겔하임(주),-222,True
Tralokinumab,tralokinumab,2024-06-12,ADBRY,LEO PHARMA AS,2023-08-31,아트랄자프리필드시린지150밀리그램(트랄로키누맙),레오파마(유),-286,True
Risankizumab,risankizumab,2021-04-26,SKYRIZI,ABBVIE INC,2023-11-15,"스카이리치주(리산키주맙,유전자재조합)",한국애브비(주),933,False
Risankizumab,risankizumab,2021-04-26,SKYRIZI,ABBVIE INC,2023-11-15,"스카이리치카트리지주(리산키주맙,유전자재조합)",한국애브비(주),933,False
Tislelizumab,tislelizumab,2025-05-01,TEVIMBRA,BEIGENE,2023-11-20,테빔브라주100밀리그램(티슬렐리주맙),비원메디슨코리아(유),-528,True
lanadelumab,lanadelumab,2023-02-03,TAKHZYRO,DYAX CORP.,2023-11-24,탁자이로프리필드시린지주300mg(라나델루맙),한국다케다제약(주),294,False
Adalimumab,adalimumab,2005-10-03,HUMIRA,ABBVIE INC,2023-12-14,"젤렌카프리필드시린지주40mg/0.4mL(아달리무맙,유전자재조합)",(주)엘지화학,6646,False
Adalimumab,adalimumab,2005-10-03,HUMIRA,ABBVIE INC,2023-12-14,"젤렌카오토인젝터주40mg/0.4mL(아달리무맙,유전자재조합)",(주)엘지화학,6646,False
Adalimumab,adalimumab,2005-10-03,HUMIRA,ABBVIE INC,2023-12-14,"젤렌카프리필드시린지주20mg/0.2mL(아달리무맙,유전자재조합)",(주)엘지화학,6646,False
Adalimumab,adalimumab,2005-10-03,HUMIRA,ABBVIE INC,2023-12-14,"젤렌카프리필드시린지주80mg/0.8mL(아달리무맙,유전자재조합)",(주)엘지화학,6646,False
Tezepelumab,tezepelumab,2023-05-26,TEZSPIRE,ASTRAZENECA AB,2023-12-21,테즈파이어오토인젝터주(테제펠루맙),한국아스트라제네카(주),209,False
Tezepelumab,tezepelumab,2023-05-26,TEZSPIRE,ASTRAZENECA AB,2023-12-21,테즈파이어프리필드시린지주(테제펠루맙),한국아스트라제네카(주),209,False
Pegfilgrastim,pegfilgrastim,2018-11-02,UDENYCA,COHERUS BIOSCIENCES INC,2024-01-09,싸이쎄그프리필드시린지주6mg/0.6mL(페그필그라스팀),싸이젠코리아(주),1894,False
Eculizumab,eculizumab,2012-12-21,SOLIRIS,ALEXION PHARM,2024-01-19,에피스클리주(에쿨리주맙),삼성바이오에피스(주),4046,False
Hyaluronidase,hyaluronidase,2004-12-02,VITRASE,BAUSCH AND LOMB,2024-02-01,"레비랙스주(히알루로니다제,유전자재조합)(수출용)",(주)한국비엠아이,7000,False
Mirikizumab,mirikizumab,2025-01-15,OMVOH,ELI LILLY AND CO,2024-02-07,"옴보프리필드시린지주100밀리그램/밀리리터(미리키주맙, 유전자재조합)",한국릴리(유),-343,True
Mirikizumab,mirikizumab,2025-01-15,OMVOH,ELI LILLY AND CO,2024-02-07,"옴보프리필드펜주100밀리그램/밀리리터(미리키주맙, 유전자재조합)",한국릴리(유),-343,True
Mirikizumab,mirikizumab,2025-01-15,OMVOH,ELI LILLY AND CO,2024-02-07,"옴보주20밀리그램/밀리리터(미리키주맙,유전자재조합)",한국릴리(유),-343,True
Aflibercept,aflibercept,2013-10-25,ZALTRAP,SANOFI AVENTIS US,2024-02-23,아필리부주40밀리그램/밀리리터(애플리버셉트),삼성바이오에피스(주),3773,False
Somapacitan,somapacitan,2020-08-28,SOGROYA,NOVO NORDISK INC,2024-03-06,소그로야프리필드펜5mg/1.5mL(소마파시탄),노보노디스크제약(주) ,1286,False
Somapacitan,somapacitan,2020-08-28,SOGROYA,NOVO NORDISK INC,2024-03-06,소그로야프리필드펜10mg/1.5mL(소마파시탄),노보노디스크제약(주) ,1286,False
Somapacitan,somapacitan,2020-08-28,SOGROYA,NOVO NORDISK INC,2024-03-06,소그로야프리필드펜15mg/1.5mL(소마파시탄),노보노디스크제약(주) ,1286,False
Omalizumab,omalizumab,2015-12-03,XOLAIR,GENENTECH,2024-03-07,졸레어프리필드시린지주300(오말리주맙),한국노바티스(주),3017,False
Aflibercept,aflibercept,2013-10-25,ZALTRAP,SANOFI AVENTIS US,2024-04-03,아일리아주8밀리그램(애플리버셉트),바이엘코리아(주),3813,False
Ustekinumab,ustekinumab,2018-06-08,USTEKINUMAB,CENTOCOR ORTHO BIOTECH INC,2024-04-11,에피즈텍정맥주사(우스테키누맙),삼성바이오에피스(주),2134,False
Ocrelizumab,ocrelizumab,2017-11-02,OCREVUS,GENENTECH INC,2024-05-13,오크레부스주(오크렐리주맙),(주)한국로슈,2384,False
Aflibercept,aflibercept,2013-10-25,ZALTRAP,SANOFI AVENTIS US,2024-05-29,아이덴젤트주사(애플리버셉트),(주)셀트리온,3869,False
Aflibercept,aflibercept,2013-10-25,ZALTRAP,SANOFI AVENTIS US,2024-05-29,아이덴젤트프리필드시린지(애플리버셉트),(주)셀트리온,3869,False
Epcoritamab,epcoritamab,2024-06-26,EPKINLY,"GENMAB US, INC.",2024-06-20,"엡킨리주4mg/0.8mL(엡코리타맙,유전자재조합)",한국애브비(주),-6,True
Epcoritamab,epcoritamab,2024-06-26,EPKINLY,"GENMAB US, INC.",2024-06-20,"엡킨리주48mg/0.8mL(엡코리타맙,유전자재조합)",한국애브비(주),-6,True
Talquetamab,talquetamab,2025-08-19,TALVEY,JANSSEN BIOTECH,2024-06-28,탈베이주2mg/mL(탈쿠에타맙),(주)한국얀센,-417,True
Talquetamab,talquetamab,2025-08-19,TALVEY,JANSSEN BIOTECH,2024-06-28,탈베이주40mg/mL(탈쿠에타맙),(주)한국얀센,-417,True
Denosumab,denosumab,2024-03-05,WYOST,SANDOZ INC,2024-07-26,엑스지바프리필드시린지(데노수맙),암젠코리아유한회사,143,False
Secukinumab,secukinumab,2020-01-29,COSENTYX,NOVARTIS PHARMS CORP,2024-08-01,"코센틱스프리필드시린지75mg/0.5mL(세쿠키누맙,유전자재조합)",한국노바티스(주),1646,False
Lebrikizumab,lebrikizumab,2025-10-28,EBGLYSS,ELI LILLY AND CO,2024-08-05,엡글리스오토인젝터주250밀리그램(레브리키주맙),한국릴리(유),-449,True
Bimekizumab,bimekizumab,2023-10-17,BIMZELX,UCB INC,2024-08-29,빔젤릭스오토인젝터주(비메키주맙),한국유씨비제약(주),317,False
Zolbetuximab,zolbetuximab,2024-10-18,VYLOY,ASTELLAS,2024-09-20,빌로이주100밀리그램(졸베툭시맙),한국아스텔라스제약(주),-28,True
Ustekinumab,ustekinumab,2018-06-08,USTEKINUMAB,CENTOCOR ORTHO BIOTECH INC,2024-09-27,스테키마정맥주사(우스테키누맙),(주)셀트리온,2303,False
Adalimumab,adalimumab,2005-10-03,HUMIRA,ABBVIE INC,2024-10-15,심란디펜주40mg/0.4mL(아달리무맙),알보젠코리아(주),6952,False
Adalimumab,adalimumab,2005-10-03,HUMIRA,ABBVIE INC,2024-10-15,심란디프리필드시린지주80mg/0.8mL(아달리무맙),알보젠코리아(주),6952,False
Adalimumab,adalimumab,2005-10-03,HUMIRA,ABBVIE INC,2024-10-15,심란디프리필드시린지주40mg/0.4mL(아달리무맙),알보젠코리아(주),6952,False
Ranibizumab,ranibizumab,2014-02-27,LUCENTIS,GENENTECH,2024-11-04,아멜리부프리필드시린지(0.5mg/0.05mL)(라니비주맙),삼성바이오에피스(주),3903,False
Denosumab,denosumab,2024-03-05,WYOST,SANDOZ INC,2024-11-21,스토보클로프리필드시린지(데노수맙),(주)셀트리온,261,False
Denosumab,denosumab,2024-03-05,WYOST,SANDOZ INC,2024-11-21,오센벨트주(데노수맙),(주)셀트리온,261,False
Efgartigimod Alfa,efgartigimod alfa,2024-06-21,VYVGART HYTRULO,ARGENX BV,2025-01-20,비브가트주(에프가티지모드알파),(주)한독,213,False
Tocilizumab,tocilizumab,2010-01-08,ACTEMRA,GENENTECH,2025-02-12,앱토즈마주80밀리그램(토실리주맙)(유전자재조합),(주)셀트리온,5514,False
Tocilizumab,tocilizumab,2010-01-08,ACTEMRA,GENENTECH,2025-02-12,앱토즈마피하주사162밀리그램(토실리주맙)(유전자재조합),(주)셀트리온,5514,False
Aflibercept,aflibercept,2013-10-25,ZALTRAP,SANOFI AVENTIS US,2025-03-13,아필리부프리필드시린지(애플리버셉트),삼성바이오에피스(주),4157,False
Mepolizumab,mepolizumab,2017-12-12,NUCALA,GLAXOSMITHKLINE LLC,2025-03-24,누칼라오토인젝터주(메폴리주맙),(주)글락소스미스클라인,2659,False
Denosumab,denosumab,2024-03-05,WYOST,SANDOZ INC,2025-04-04,오보덴스프리필드시린지(데노수맙),삼성바이오에피스(주),395,False
Nivolumab,nivolumab,2023-02-15,OPDIVO,BRISTOL MYERS SQUIBB,2025-04-30,"옵디보주120mg(니볼루맙,유전자재조합)",한국오노약품공업주식회사,805,False
Denosumab,denosumab,2024-03-05,WYOST,SANDOZ INC,2025-05-30,엑스브릭주(데노수맙),삼성바이오에피스(주),451,False
Denosumab,denosumab,2024-03-05,WYOST,SANDOZ INC,2025-08-14,메디팁데노수맙프리필드시린지,(주)메디팁,527,False
Guselkumab,guselkumab,2025-09-26,TREMFYA,JANSSEN BIOTECH,2025-08-21,"트렘피어정맥주사(구셀쿠맙, 유전자재조합) ",(주)한국얀센,-36,True
Aflibercept,aflibercept,2013-10-25,ZALTRAP,SANOFI AVENTIS US,2025-08-27,아일리아프리필드시린지8밀리그램(애플리버셉트),바이엘코리아(주),4324,False
