"synonym_name","synonym_concept_code","synonym_vocabulary_id"
"Neodex","91465","HemOnc"
"Neofolin","91466","HemOnc"
"Neomit","91467","HemOnc"
"Neoset","91469","HemOnc"
"Neotrim","91470","HemOnc"
"Netocur","91486","HemOnc"
"Neuroprim","91509","HemOnc"
"Nexadron","91535","HemOnc"
"Nichospor","91585","HemOnc"
"Nicotrim","91610","HemOnc"
"Nilium","91671","HemOnc"
"Nirypan","91693","HemOnc"
"Nodevex","91745","HemOnc"
"Nodilon","91746","HemOnc"
"Nopil","91791","HemOnc"
"Norisep","91805","HemOnc"
"Nortrim","91825","HemOnc"
"Nortrime","91826","HemOnc"
"Notrim","91835","HemOnc"
"Notrime","91836","HemOnc"
"Novactil","91843","HemOnc"
"Novidrine","91854","HemOnc"
"Novotrim Plus","91860","HemOnc"
"Novotrimel","91861","HemOnc"
"Novotrimox","91862","HemOnc"
"Novozole","91863","HemOnc"
"Nucotrim","91878","HemOnc"
"Nufadex M","91882","HemOnc"
"Nufaprim","91883","HemOnc"
"Nuruzole","91895","HemOnc"
"Nuset","91897","HemOnc"
"Nyrin","91911","HemOnc"
"Nystatin","91912","HemOnc"
"Mycostatin","91912","HemOnc"
"O Folin","91913","HemOnc"
"O.N.D.","91914","HemOnc"
"Ocedran","92021","HemOnc"
"Octil-S","92032","HemOnc"
"Octran","92033","HemOnc"
"Octrim","92034","HemOnc"
"Ocudex","92035","HemOnc"
"Odanex","92039","HemOnc"
"Odanse","92040","HemOnc"
"Oecotrim","92050","HemOnc"
"Oftadek","92068","HemOnc"
"Oftadex","92069","HemOnc"
"OIF","92138","HemOnc"
"Okatrim","92164","HemOnc"
"Omedexon","92266","HemOnc"
"Omegtrim","92267","HemOnc"
"Ometic","92268","HemOnc"
"Omnatrim","92271","HemOnc"
"Omsat","92272","HemOnc"
"Omstron","92273","HemOnc"
"Onadron","92277","HemOnc"
"Onaset","92278","HemOnc"
"Onclast","92286","HemOnc"
"Oncotor","92287","HemOnc"
"Oncovin","92288","HemOnc"
"Onda","92289","HemOnc"
"Ondace","92290","HemOnc"
"Ondan","92291","HemOnc"
"Ondanles","92292","HemOnc"
"Ondansetron-Z","92293","HemOnc"
"Ondant","92294","HemOnc"
"Ondaren","92295","HemOnc"
"Ondasetron","92296","HemOnc"
"Ondatie","92297","HemOnc"
"Ondavell","92298","HemOnc"
"Ondem","92299","HemOnc"
"Ondemet","92300","HemOnc"
"Onetrim","92304","HemOnc"
"Onfran","92306","HemOnc"
"Onilat","92314","HemOnc"
"Onsat","92318","HemOnc"
"Onseran","92319","HemOnc"
"Onset","92320","HemOnc"
"Onsetron","92321","HemOnc"
"Onsett","92322","HemOnc"
"Onsia","92323","HemOnc"
"Ontrax","92325","HemOnc"
"Onzod","92328","HemOnc"
"Ophth-DEX","92338","HemOnc"
"Ophthasona","92339","HemOnc"
"Opticort","92343","HemOnc"
"Optune","92347","HemOnc"
"Oradin","92351","HemOnc"
"Orazone","92354","HemOnc"
"Orbak","92356","HemOnc"
"Ordex","92359","HemOnc"
"Orfarin","92365","HemOnc"
"Orgadrone","92367","HemOnc"
"Orgastran","92368","HemOnc"
"Oribact","92369","HemOnc"
"Ormoprim","92391","HemOnc"
"Orthonate","92403","HemOnc"
"Osalen","92416","HemOnc"
"Osaston","92418","HemOnc"
"Osdronat","92428","HemOnc"
"Oseolen","92430","HemOnc"
"Oseomax","92431","HemOnc"
"Oseotal","92432","HemOnc"
"Oseotenk","92433","HemOnc"
"Osetron","92435","HemOnc"
"Osficar","92436","HemOnc"
"Osfolate","92437","HemOnc"
"Osfolato","92438","HemOnc"
"Oslene","92444","HemOnc"
"Ossifix","92450","HemOnc"
"Ossomax","92451","HemOnc"
"Ostasyn","92452","HemOnc"
"Ostat","92453","HemOnc"
"Ostel","92455","HemOnc"
"Ostemax Comfort","92456","HemOnc"
"Ostenan","92457","HemOnc"
"Osteobon","92459","HemOnc"
"Osteodur","92460","HemOnc"
"Osteofar","92461","HemOnc"
"Osteofel","92462","HemOnc"
"Osteofene","92463","HemOnc"
"Osteofos","92464","HemOnc"
"Osteofose","92465","HemOnc"
"Osteomax","92466","HemOnc"
"Osteomed","92467","HemOnc"
"Osteomel","92468","HemOnc"
"Osteomepha","92469","HemOnc"
"Osteomix","92470","HemOnc"
"Osteonato","92471","HemOnc"
"Osteoral","92472","HemOnc"
"Osteotec","92473","HemOnc"
"Osteotrat","92474","HemOnc"
"Ostex","92484","HemOnc"
"Ostolek","92486","HemOnc"
"Ostonat","92487","HemOnc"
"Ostrin Forte","92489","HemOnc"
"Otobrol","92503","HemOnc"
"Otrim","92505","HemOnc"
"Ottoprim","92525","HemOnc"
"Oxaprim","92565","HemOnc"
"Oxtalen","92566","HemOnc"
"Pakzole","92651","HemOnc"
"rhKGF","92673","HemOnc"
"Palifermin","92673","HemOnc"
"Pantrim","92764","HemOnc"
"Panwarfin","92767","HemOnc"
"Panwarfine","92768","HemOnc"
"Patrim","93045","HemOnc"
"Pegfilgrastim-cbqv","93181","HemOnc"
"Pehatrim","93186","HemOnc"
"Penatone","93217","HemOnc"
"Penetrin","93224","HemOnc"
"Penicillin","93236","HemOnc"
"Penicillin V","93237","HemOnc"
"Penodex","93246","HemOnc"
"Pentrin","93251","HemOnc"
"Penzole","93256","HemOnc"
"Perfolate","93311","HemOnc"
"Periset","93317","HemOnc"
"Peyrone's Chloride","93467","HemOnc"
"Peyrone's Salt","93468","HemOnc"
"Phadilon","93495","HemOnc"
"Pharmatrim","93504","HemOnc"
"Pharmazol","93505","HemOnc"
"Phartex","93507","HemOnc"
"Phenodex","93518","HemOnc"
"Phostarac","93544","HemOnc"
"Pidexon","93591","HemOnc"
"PIK3CA-mutated Breast cancer","93630","HemOnc"
"PI3K pathway-altered Breast cancer","93630","HemOnc"
"Piqray","93676","HemOnc"
"Pisatrina","93692","HemOnc"
"Plastistil","93732","HemOnc"
"Platinex","93735","HemOnc"
"Plavex","93741","HemOnc"
"Plenair","93745","HemOnc"
"Plidexa","93755","HemOnc"
"Plurisul","93773","HemOnc"
"DCDS4501A","93818","HemOnc"
"polatuzumab vedotin-piiq","93818","HemOnc"
"Polatuzumab vedotin","93818","HemOnc"
"FCU-2711","93818","HemOnc"
"RG-7596","93818","HemOnc"
"FCU 2711","93818","HemOnc"
"RG 7596","93818","HemOnc"
"FCU2711","93818","HemOnc"
"RG7596","93818","HemOnc"
"Polibatrin","93822","HemOnc"
"Politrim","93829","HemOnc"
"Polivy","93830","HemOnc"
"Polyferon","93851","HemOnc"
"Polytran","93852","HemOnc"
"Poris","93903","HemOnc"
"Porosal","93906","HemOnc"
"Porosin","93907","HemOnc"
"Predisol","94024","HemOnc"
"Predmetil","94025","HemOnc"
"Predni M","94026","HemOnc"
"Predni-M-Tablinen","94027","HemOnc"
"Prednilem","94028","HemOnc"
"Prednol","94029","HemOnc"
"Prednol L","94030","HemOnc"
"Prednovare","94031","HemOnc"
"Prednox","94032","HemOnc"
"Prefolic","94035","HemOnc"
"Pretilon","94059","HemOnc"
"Prevax","94062","HemOnc"
"Pribac","94065","HemOnc"
"Pridol","94072","HemOnc"
"Primadex","94078","HemOnc"
"Primasul","94080","HemOnc"
"Primasulf","94081","HemOnc"
"Primatrim","94082","HemOnc"
"Primavon","94083","HemOnc"
"Primazol","94084","HemOnc"
"Primazole","94085","HemOnc"
"Primotren","94086","HemOnc"
"Primox","94087","HemOnc"
"Primsulfon","94089","HemOnc"
"Primzole","94090","HemOnc"
"Prodexon","94119","HemOnc"
"Promedrol","94126","HemOnc"
"Protrin","94143","HemOnc"
"Pulkrin","94193","HemOnc"
"Purbac","94204","HemOnc"
"Pyderma","94225","HemOnc"
"Pyradexon","94231","HemOnc"
"Qiftrim","94245","HemOnc"
"Qiftrin","94246","HemOnc"
"Quimio-PED","94302","HemOnc"
"Quimiofran","94303","HemOnc"
"Quisulyn","94322","HemOnc"
"Radilem","94369","HemOnc"
"Ralenost","94439","HemOnc"
"Rally-A","94441","HemOnc"
"Rancotrim","94490","HemOnc"
"Randexa","94494","HemOnc"
"Rasat","94550","HemOnc"
"Raseptol","94553","HemOnc"
"Ratrim","94578","HemOnc"
"ALXN1210","94609","HemOnc"
"ravulizumab-cwvz","94609","HemOnc"
"Ravulizumab","94609","HemOnc"
"ALXN-1210","94609","HemOnc"
"ALXN 1210","94609","HemOnc"
"Realdiron","94651","HemOnc"
"Recalfe","94663","HemOnc"
"Recovorin","94673","HemOnc"
"Redexon","94689","HemOnc"
"Rednisone","94702","HemOnc"
"Regenesis","94725","HemOnc"
"Regtin","94729","HemOnc"
"Rekostin","94786","HemOnc"
"Rematrim","94792","HemOnc"
"Renatrim","94816","HemOnc"
"Reotan","94833","HemOnc"
"Rescuvolin","94841","HemOnc"
"Resfolin","94843","HemOnc"
"Resprim","94845","HemOnc"
"Restofos","94850","HemOnc"
"Retrim","94853","HemOnc"
"Reusan","94861","HemOnc"
"Reventa","94866","HemOnc"
"Rexaprim","94869","HemOnc"
"Ribatrim","94900","HemOnc"
"Ribofolin","94907","HemOnc"
"Rimazole","95016","HemOnc"
"Rimezone","95018","HemOnc"
"Rivoprim","95098","HemOnc"
"Rizol","95107","HemOnc"
"Roceron-A","95204","HemOnc"
"Rocolone","95215","HemOnc"
"Rolprim","95318","HemOnc"
"Romax","95331","HemOnc"
"Romesa","95336","HemOnc"
"Ronic","95360","HemOnc"
"Rontafor","95362","HemOnc"
"Roubac","95515","HemOnc"
"Roximeth","95546","HemOnc"
"Roxtrim","95547","HemOnc"
"Roytrin","95564","HemOnc"
"Rumaxoi","95669","HemOnc"
"Rupedex","95680","HemOnc"
"Salgatran","95924","HemOnc"
"Salon H9C","95948","HemOnc"
"Saltrim","95950","HemOnc"
"Samofaron","95995","HemOnc"
"Sanexon","96067","HemOnc"
"Sanifolin","96078","HemOnc"
"Sanprima","96087","HemOnc"
"Santeson","96101","HemOnc"
"Saptrim","96133","HemOnc"
"Satrim","96221","HemOnc"
"Sawasone","96264","HemOnc"
"Sbpa Trimeth Smeth","96289","HemOnc"
"Scandexon","96299","HemOnc"
"Scribcin","96751","HemOnc"
"Seematrim","96798","HemOnc"
"Seftrim","96804","HemOnc"
"Selectrin","96858","HemOnc"
"Selftison","96860","HemOnc"
"Semozol","96886","HemOnc"
"Sepiran","96918","HemOnc"
"Sepmax","96919","HemOnc"
"Septabid","96920","HemOnc"
"Septazol","96921","HemOnc"
"Septazole","96922","HemOnc"
"Septerin","96923","HemOnc"
"Septinix","96924","HemOnc"
"Septiolan","96925","HemOnc"
"Septocid R +","96926","HemOnc"
"Septoprin","96927","HemOnc"
"Septra","96928","HemOnc"
"Septran","96929","HemOnc"
"Septrin Paediatric","96930","HemOnc"
"Septrin-S","96931","HemOnc"
"Servitrim","96958","HemOnc"
"Seton","96966","HemOnc"
"Setronax","96967","HemOnc"
"Setronon","96968","HemOnc"
"Shirodex","97265","HemOnc"
"Shuayan","97299","HemOnc"
"Sigaprim","97365","HemOnc"
"Sigatrim","97366","HemOnc"
"Silidral","97385","HemOnc"
"Silpin","97393","HemOnc"
"Siltran","97394","HemOnc"
"Simarc","97421","HemOnc"
"Sinatrim","97457","HemOnc"
"Sinersul","97459","HemOnc"
"Sinfract","97460","HemOnc"
"Singulair","97483","HemOnc"
"Sinotrim","97491","HemOnc"
"Sisoprim","97511","HemOnc"
"Sistrim","97514","HemOnc"
"Sitrim","97515","HemOnc"
"Skytrin","97563","HemOnc"
"Smartrim","97610","HemOnc"
"Smile","97623","HemOnc"
"SOL-Melcort","97772","HemOnc"
"Solcort","97785","HemOnc"
"Soldesam","97787","HemOnc"
"Soldesanil","97788","HemOnc"
"Soldex","97789","HemOnc"
"Solocort-ACT","97798","HemOnc"
"Solomet","97799","HemOnc"
"Soltrim","97812","HemOnc"
"Solu Moderin","97813","HemOnc"
"Soludecadron","97814","HemOnc"
"Solumedrol","97815","HemOnc"
"Solupen","97816","HemOnc"
"Somelon","97818","HemOnc"
"Somerol","97819","HemOnc"
"Sonexa","97830","HemOnc"
"Sopran","97871","HemOnc"
"Soptrim","97872","HemOnc"
"Sosetran","97896","HemOnc"
"SP Cordexa","97933","HemOnc"
"Spectrem","97972","HemOnc"
"Spectrim","97973","HemOnc"
"Spersadex","97989","HemOnc"
"Spondy-Dexa","98025","HemOnc"
"Stan","98104","HemOnc"
"Stedex","98149","HemOnc"
"Stenirol","98230","HemOnc"
"Steralol","98244","HemOnc"
"Sterasone","98245","HemOnc"
"Steron","98252","HemOnc"
"Stopan","98352","HemOnc"
"Strim","98407","HemOnc"
"Strontium-89","98422","HemOnc"
"Succimed","98491","HemOnc"
"Suftrex","98505","HemOnc"
"Sulbacta","98535","HemOnc"
"Sulfagrand","98539","HemOnc"
"Sulfamer","98540","HemOnc"
"Sulfamet","98541","HemOnc"
"Sulfamethoprim","98542","HemOnc"
"Sulfametoxazol","98543","HemOnc"
"Sulfaprim","98544","HemOnc"
"Sulfarim","98545","HemOnc"
"Sulfatalpin","98546","HemOnc"
"Sulfaton","98547","HemOnc"
"Sulfatrim","98548","HemOnc"
"Sulfatropim","98549","HemOnc"
"Sulfawal-T","98550","HemOnc"
"Sulfinam","98551","HemOnc"
"Sulfoid Trimetho","98552","HemOnc"
"Sulfometh","98553","HemOnc"
"Sulfonamide","98554","HemOnc"
"Sulfort","98555","HemOnc"
"Sulfotrim","98556","HemOnc"
"Sulfotrimin","98557","HemOnc"
"Sulftran","98558","HemOnc"
"Sulgotri","98559","HemOnc"
"Sulotrim","98570","HemOnc"
"Sulphaprim","98571","HemOnc"
"Sulphathoprim","98572","HemOnc"
"Sulphatran","98573","HemOnc"
"Sulphatrim","98574","HemOnc"
"Sulphax","98575","HemOnc"
"Sulphytrim Forte","98576","HemOnc"
"Sulprim","98577","HemOnc"
"Sulprimed","98578","HemOnc"
"Sultase","98579","HemOnc"
"Sulthrim","98580","HemOnc"
"Sultiprim","98581","HemOnc"
"Sultorim","98582","HemOnc"
"Sultra","98583","HemOnc"
"Sultrex","98584","HemOnc"
"Sultrim","98585","HemOnc"
"Sultrima","98586","HemOnc"
"Sultrimmix","98587","HemOnc"
"Sultrivon-F","98588","HemOnc"
"Sultropim","98589","HemOnc"
"Sumetoprim","98592","HemOnc"
"Sumetrolim","98593","HemOnc"
"Sumetrolin","98594","HemOnc"
"Sumiferon","98596","HemOnc"
"Sumitran","98597","HemOnc"
"Suntrim","98657","HemOnc"
"Superprednol","98659","HemOnc"
"Supertendin-Depot N","98660","HemOnc"
"Supim","98661","HemOnc"
"Supracombin","98665","HemOnc"
"Suprason","98666","HemOnc"
"Suprasulf","98667","HemOnc"
"Suprax","98668","HemOnc"
"Supresol","98669","HemOnc"
"Suprex","98670","HemOnc"
"Supribac","98671","HemOnc"
"Suprim","98672","HemOnc"
"Suprimass","98673","HemOnc"
"Suprin","98674","HemOnc"
"Suptrex","98675","HemOnc"
"Suptrim","98676","HemOnc"
"Surodex","98683","HemOnc"
"Sutaprim","98690","HemOnc"
"Sutrim","98700","HemOnc"
"Sutrisan","98701","HemOnc"
"Suxprim","98712","HemOnc"
"Sydencort","98774","HemOnc"
"Syltrifil","98781","HemOnc"
"Synac","98793","HemOnc"
"Synastat","98794","HemOnc"
"Synbac","98795","HemOnc"
"Synco-Smzt","98796","HemOnc"
"Syndal","98797","HemOnc"
"Syndexa","98798","HemOnc"
"Synermed","98800","HemOnc"
"Synerzole","98801","HemOnc"
"Synetra","98802","HemOnc"
"Synostep","98803","HemOnc"
"Synotrim","98804","HemOnc"
"Syntoprim","98805","HemOnc"
"System","98808","HemOnc"
"Tabrol","98863","HemOnc"
"Tagremin","98883","HemOnc"
"Tavesona","99169","HemOnc"
"Teanlang","99197","HemOnc"
"Tecnovorin","99199","HemOnc"
"Tedicumar","99203","HemOnc"
"Teikason Nidek","99212","HemOnc"
"Teiroc","99213","HemOnc"
"Tekuron","99224","HemOnc"
"Teof","99249","HemOnc"
"Terasulf","99262","HemOnc"
"Terbosulfa","99265","HemOnc"
"Terost","99276","HemOnc"
"Teutrin","99316","HemOnc"
"Tevalen","99318","HemOnc"
"Tevanate","99319","HemOnc"
"Theraprim","99349","HemOnc"
"Therasept","99350","HemOnc"
"Theratrim","99352","HemOnc"
"Thilodex","99378","HemOnc"
"Thilodexine","99379","HemOnc"
"Thimelon","99380","HemOnc"
"Thoprim","99452","HemOnc"
"Thriazol","99463","HemOnc"
"Thymitaq","99476","HemOnc"
"Tibolene","99491","HemOnc"
"Tibone","99492","HemOnc"
"Tilios","99511","HemOnc"
"Tonofolin","99659","HemOnc"
"Torisel","99677","HemOnc"
"Torrid","99688","HemOnc"
"Totocortin","99704","HemOnc"
"Tprim","99730","HemOnc"
"Trelibec","99777","HemOnc"
"Trib","99797","HemOnc"
"Tricban","99801","HemOnc"
"Tricomox","99803","HemOnc"
"Tricot","99804","HemOnc"
"Trifides","99807","HemOnc"
"Triforam","99808","HemOnc"
"Trihexal","99811","HemOnc"
"Trim","99813","HemOnc"
"Trima","99814","HemOnc"
"Trimaxazole","99815","HemOnc"
"Trimel","99818","HemOnc"
"Trimephar","99819","HemOnc"
"Trimeran","99820","HemOnc"
"Trimerazin","99821","HemOnc"
"Trimeril","99822","HemOnc"
"Trimesol","99823","HemOnc"
"Trimesul","99824","HemOnc"
"Trimesulf","99825","HemOnc"
"Trimeta","99826","HemOnc"
"Trimethox","99827","HemOnc"
"Trimetoger","99828","HemOnc"
"Trimetop Duplo","99829","HemOnc"
"Trimetotal","99830","HemOnc"
"Trimetox","99831","HemOnc"
"Trimetrin","99832","HemOnc"
"Trimetsol","99833","HemOnc"
"Trimexasol","99834","HemOnc"
"Trimexazol","99835","HemOnc"
"Trimexazole","99836","HemOnc"
"Trimexole-F","99837","HemOnc"
"Trimezol","99838","HemOnc"
"Trimezole","99839","HemOnc"
"Trimfasul","99840","HemOnc"
"Trimidar M","99841","HemOnc"
"Triminex","99842","HemOnc"
"Trimocom","99843","HemOnc"
"Trimoks","99844","HemOnc"
"Trimosul","99845","HemOnc"
"Trimosulfa","99846","HemOnc"
"Trimoxavin","99847","HemOnc"
"Trimoxazol","99848","HemOnc"
"Trimoxazole-BC","99849","HemOnc"
"Trimoxin","99850","HemOnc"
"Trimoxis","99851","HemOnc"
"Trimoxsul","99852","HemOnc"
"Trimozol","99853","HemOnc"
"Trimsul","99854","HemOnc"
"Trimzol","99855","HemOnc"
"Triphimox","99866","HemOnc"
"Tripur","99869","HemOnc"
"Trisep","99870","HemOnc"
"Trisfides","99871","HemOnc"
"Trisolak Forte","99873","HemOnc"
"Trisolvat","99875","HemOnc"
"Trisul","99876","HemOnc"
"Trisulcom","99877","HemOnc"
"Trisulfa","99878","HemOnc"
"Trisulfose","99879","HemOnc"
"Trisuprim","99880","HemOnc"
"Trisural","99881","HemOnc"
"Tritenk","99882","HemOnc"
"Tritosul","99883","HemOnc"
"Trixazol","99885","HemOnc"
"Trixzol","99886","HemOnc"
"Trizole","99887","HemOnc"
"Tronoxal","99900","HemOnc"
"Tropidrol","99902","HemOnc"
"Trorix","99903","HemOnc"
"Tryseptolum","99926","HemOnc"
"Tuttozem N","100099","HemOnc"
"Tytrim","100117","HemOnc"
"U-Prin","100128","HemOnc"
"Ucalon","100130","HemOnc"
"Udicort","100141","HemOnc"
"Ulfaprim","100187","HemOnc"
"Ultomiris","100196","HemOnc"
"Ultrasept","100197","HemOnc"
"Ultrazole","100198","HemOnc"
"Ultrim","100199","HemOnc"
"Unidex","100217","HemOnc"
"Unidexa","100218","HemOnc"
"Unimedrol","100219","HemOnc"
"Unisone","100220","HemOnc"
"Unitran","100221","HemOnc"
"Uprina","100240","HemOnc"
"Urbason","100258","HemOnc"
"Urethrax","100259","HemOnc"
"Urodown","100261","HemOnc"
"Uroplus DS","100262","HemOnc"
"Urtium","100267","HemOnc"
"Utrin","100291","HemOnc"
"Vanderm","100589","HemOnc"
"Varfarins","100616","HemOnc"
"Varfine","100617","HemOnc"
"Veravorin","100713","HemOnc"
"Versatrim","100771","HemOnc"
"Ves-ATRA","100784","HemOnc"
"Vesanoid","100785","HemOnc"
"Virin","100910","HemOnc"
"Visualin","100925","HemOnc"
"Visumetazone","100926","HemOnc"
"Voalla","100951","HemOnc"
"Vomceran","100999","HemOnc"
"Vomiban","101000","HemOnc"
"Vomigo","101001","HemOnc"
"Vomikind","101002","HemOnc"
"Vomiset","101003","HemOnc"
"Vomitron","101004","HemOnc"
"Vomiz","101005","HemOnc"
"Vonau","101037","HemOnc"
"Vorina","101047","HemOnc"
"Voroste","101050","HemOnc"
"Waran","101408","HemOnc"
"Warf","101420","HemOnc"
"Warfa","101421","HemOnc"
"Warfant","101422","HemOnc"
"Warfar","101423","HemOnc"
"Warfarex","101424","HemOnc"
"Warfil","101426","HemOnc"
"Warfilone","101427","HemOnc"
"Warfin","101428","HemOnc"
"Warin","101429","HemOnc"
"Warlin","101432","HemOnc"
"Warnerin","101438","HemOnc"
"Weiditrin","101590","HemOnc"
"Wellcovorin","101657","HemOnc"
"Wellferon","101663","HemOnc"
"Werifrin","101697","HemOnc"
"Wiatrim","101809","HemOnc"
"Wiltran","101960","HemOnc"
"Windex","101971","HemOnc"
"Wymesone","102254","HemOnc"
"Wypal","102259","HemOnc"
"X-Trim","102262","HemOnc"
"XA-Zole","102263","HemOnc"
"Xasone","102265","HemOnc"
"Xazotrim","102267","HemOnc"
"Xepaprim","102268","HemOnc"
"Xerazole","102269","HemOnc"
"Xeroprim","102270","HemOnc"
"Xine","102298","HemOnc"
"Xpovio","102308","HemOnc"
"Yatrox","102535","HemOnc"
"Yekaprim","102576","HemOnc"
"Yumerole","102769","HemOnc"
"Zactron","102789","HemOnc"
"Zalucs","102813","HemOnc"
"Zamboprim","102824","HemOnc"
"Zantran","102853","HemOnc"
"Zantron","102854","HemOnc"
"Zapron","102859","HemOnc"
"Zaxol","102877","HemOnc"
"Zecatrim","102888","HemOnc"
"Zecaxon","102889","HemOnc"
"Zemitron","102915","HemOnc"
"Zenos","102923","HemOnc"
"Zeptra","102926","HemOnc"
"Zerrprim","102936","HemOnc"
"Zirabev","103194","HemOnc"
"Zofer","103210","HemOnc"
"Zofran","103211","HemOnc"
"Zofran ODT","103212","HemOnc"
"Zofron","103213","HemOnc"
"Zolebid","103217","HemOnc"
"Zolmed","103219","HemOnc"
"Zoltem","103221","HemOnc"
"Zoltrijem","103222","HemOnc"
"Zoltrim","103223","HemOnc"
"Zonax","103226","HemOnc"
"Zondan","103227","HemOnc"
"Zophost","103229","HemOnc"
"Zophren","103230","HemOnc"
"Zudan","103254","HemOnc"
"Zultrop","103263","HemOnc"
"Zydexa","103287","HemOnc"
"Zyofolin","103290","HemOnc"
"Zytofolin","103291","HemOnc"
"Boniva","103293","HemOnc"
"Hydration","109325","HemOnc"
"Imjudo","109332","HemOnc"
"Ivesa","109346","HemOnc"
"IMGN853","109643","HemOnc"
"mirvetuximab soravtansine-gynx","109643","HemOnc"
"Mirvetuximab soravtansine","109643","HemOnc"
"IMGN-853","109643","HemOnc"
"IMGN 853","109643","HemOnc"
"NMPA approved drug","109713","HemOnc"
"Pluvicto","109805","HemOnc"
"Tecvayli","110065","HemOnc"
"Actimab-A","110417","HemOnc"
"Adstiladrin","110423","HemOnc"
"Agatolimod","110427","HemOnc"
"PF-3512676","110427","HemOnc"
"PF 3512676","110427","HemOnc"
"PF3512676","110427","HemOnc"
"Anti-GP-3 antibody","110452","HemOnc"
"Anti-GPRC5D antibody","110453","HemOnc"
"Anti-GPRC5D BiTE antibody","110453","HemOnc"
"Anti-GPRC5D-CD3 bispecific antibody","110453","HemOnc"
"Antrypol","110455","HemOnc"
"Apealea","110458","HemOnc"
"Ayvakyt","110470","HemOnc"
"Besremi","110488","HemOnc"
"Bigonist","110491","HemOnc"
"BMS-275291","110498","HemOnc"
"BMS 275291","110498","HemOnc"
"BMS275291","110498","HemOnc"
"Busilvex","110526","HemOnc"
"Camcevi","110532","HemOnc"
"Ciambra","110596","HemOnc"
"DepoCyte","110661","HemOnc"
"Etilamide","110726","HemOnc"
"Evotopin","110728","HemOnc"
"Farletuzumab","110733","HemOnc"
"MORAb-003","110733","HemOnc"
"Figitumumab","110743","HemOnc"
"CP-751,871","110743","HemOnc"
"CP 751,871","110743","HemOnc"
"CP751,871","110743","HemOnc"
"Florinef","110747","HemOnc"
"Gazyvaro","110776","HemOnc"
"RO 7082859","110791","HemOnc"
"glofitamab-gxbm","110791","HemOnc"
"RO-7082859","110791","HemOnc"
"RO7082859","110791","HemOnc"
"Glofitamab","110791","HemOnc"
"Instiladrin","110985","HemOnc"
"IntronA","110997","HemOnc"
"Irene","110999","HemOnc"
"Ivemend","111006","HemOnc"
"Ivozall","111007","HemOnc"
"Jylamvo","111036","HemOnc"
"Kisplyx","111074","HemOnc"
"Krazati","111082","HemOnc"
"Ledaga","111101","HemOnc"
"Lixiana","111173","HemOnc"
"Lonquex","111179","HemOnc"
"Lorviqua","111183","HemOnc"
"Lumykras","111198","HemOnc"
"Lunsumio","111199","HemOnc"
"Matrix metalloproteinase inhibitor","111227","HemOnc"
"Minjuvi","111241","HemOnc"
"BTCT4465A","111261","HemOnc"
"mosunetuzumab-axgb","111261","HemOnc"
"RG7828","111261","HemOnc"
"RG-7828","111261","HemOnc"
"BTCT-4465A","111261","HemOnc"
"Mosunetuzumab","111261","HemOnc"
"RG 7828","111261","HemOnc"
"BTCT 4465A","111261","HemOnc"
"Mulpleo","111265","HemOnc"
"Myclausen","111267","HemOnc"
"Myfenex","111268","HemOnc"
"nadofaragene firadenovec-vncg","111273","HemOnc"
"SCH 721015","111273","HemOnc"
"SCH-721015","111273","HemOnc"
"Nadofaragene firadenovec","111273","HemOnc"
"SCH721015","111273","HemOnc"
"Neofordex","111331","HemOnc"
"Neupopeg","111337","HemOnc"
"Nexpovio","111339","HemOnc"
"Nordimet","111348","HemOnc"
"FT-2102","111358","HemOnc"
"FT 2102","111358","HemOnc"
"FT2102","111358","HemOnc"
"Olutasidenib","111358","HemOnc"
"Onivyde pegylated liposomal","111362","HemOnc"
"Pazenir","111387","HemOnc"
"pertuzumab/trastuzumab/hyaluronidase-zzxf","111391","HemOnc"
"Pertuzumab & Trastuzumab hyaluronidase","111391","HemOnc"
"Pertuzumab and Trastuzumab hyaluronidase","111391","HemOnc"
"Phelinun","111397","HemOnc"
"Phesgo","111398","HemOnc"
"Potactasol","111419","HemOnc"
"Profact","111426","HemOnc"
"Pyrotinib","111427","HemOnc"
"SHR-1258","111427","HemOnc"
"SHR 1258","111427","HemOnc"
"SHR1258","111427","HemOnc"
"Receptal","111451","HemOnc"
"Rezlidhia","111456","HemOnc"
"Roteas","111473","HemOnc"
"Spectrila","111540","HemOnc"
"Suprecur","111566","HemOnc"
"Suprefact","111567","HemOnc"
"Tacforius","111579","HemOnc"
"JNJ-64407564","111584","HemOnc"
"talquetamab-tgvs","111584","HemOnc"
"JNJ 64407564","111584","HemOnc"
"JNJ64407564","111584","HemOnc"
"Talquetamab","111584","HemOnc"
"Tavlesse","111590","HemOnc"
"Temomedac","111593","HemOnc"
"Tirapazamine","111602","HemOnc"
"SR-4233","111602","HemOnc"
"WIN-59075","111602","HemOnc"
"SR 4233","111602","HemOnc"
"WIN 59075","111602","HemOnc"
"SR4233","111602","HemOnc"
"WIN59075","111602","HemOnc"
"TLR9 agonist","111605","HemOnc"
"Vadimezan","111630","HemOnc"
"AS-1404","111630","HemOnc"
"AS-A404","111630","HemOnc"
"AS 1404","111630","HemOnc"
"AS A404","111630","HemOnc"
"AS1404","111630","HemOnc"
"ASA404","111630","HemOnc"
"Varuby","111634","HemOnc"
"Vascular disrupting agent","111636","HemOnc"
"Venclyxto","111640","HemOnc"
"CM-082","111644","HemOnc"
